PMID,Title,Authors,Citation,First Author,Journal/Book,Publication Year,Create Date,PMCID,NIHMS ID,DOI
"29628290","The Immune Landscape of Cancer","Thorsson V, Gibbs DL, Brown SD, Wolf D, Bortone DS, Ou Yang TH, Porta-Pardo E, Gao GF, Plaisier CL, Eddy JA, Ziv E, Culhane AC, Paull EO, Sivakumar IKA, Gentles AJ, Malhotra R, Farshidfar F, Colaprico A, Parker JS, Mose LE, Vo NS, Liu J, Liu Y, Rader J, Dhankani V, Reynolds SM, Bowlby R, Califano A, Cherniack AD, Anastassiou D, Bedognetti D, Mokrab Y, Newman AM, Rao A, Chen K, Krasnitz A, Hu H, Malta TM, Noushmehr H, Pedamallu CS, Bullman S, Ojesina AI, Lamb A, Zhou W, Shen H, Choueiri TK, Weinstein JN, Guinney J, Saltz J, Holt RA, Rabkin CS; Cancer Genome Atlas Research Network, Lazar AJ, Serody JS, Demicco EG, Disis ML, Vincent BG, Shmulevich I.","Immunity. 2018 Apr 17;48(4):812-830.e14. doi: 10.1016/j.immuni.2018.03.023. Epub 2018 Apr 5.","Thorsson V","Immunity","2018","2018/04/10","PMC5982584","NIHMS958212","10.1016/j.immuni.2018.03.023"
"34358469","A proteogenomic portrait of lung squamous cell carcinoma","Satpathy S, Krug K, Jean Beltran PM, Savage SR, Petralia F, Kumar-Sinha C, Dou Y, Reva B, Kane MH, Avanessian SC, Vasaikar SV, Krek A, Lei JT, Jaehnig EJ, Omelchenko T, Geffen Y, Bergstrom EJ, Stathias V, Christianson KE, Heiman DI, Cieslik MP, Cao S, Song X, Ji J, Liu W, Li K, Wen B, Li Y, Gümüş ZH, Selvan ME, Soundararajan R, Visal TH, Raso MG, Parra ER, Babur Ö, Vats P, Anand S, Schraink T, Cornwell M, Rodrigues FM, Zhu H, Mo CK, Zhang Y, da Veiga Leprevost F, Huang C, Chinnaiyan AM, Wyczalkowski MA, Omenn GS, Newton CJ, Schurer S, Ruggles KV, Fenyö D, Jewell SD, Thiagarajan M, Mesri M, Rodriguez H, Mani SA, Udeshi ND, Getz G, Suh J, Li QK, Hostetter G, Paik PK, Dhanasekaran SM, Govindan R, Ding L, Robles AI, Clauser KR, Nesvizhskii AI, Wang P, Carr SA, Zhang B, Mani DR, Gillette MA; Clinical Proteomic Tumor Analysis Consortium.","Cell. 2021 Aug 5;184(16):4348-4371.e40. doi: 10.1016/j.cell.2021.07.016.","Satpathy S","Cell","2021","2021/08/06","PMC8475722","NIHMS1730863","10.1016/j.cell.2021.07.016"
"35265218","Targeting the anti-apoptotic Bcl-2 family proteins: machine learning virtual screening and biological evaluation of new small molecules","Valentini E, D'Aguanno S, Di Martile M, Montesano C, Ferraresi V, Patsilinakos A, Sabatino M, Antonini L, Chiacchiarini M, Valente S, Mai A, Colotti G, Ragno R, Trisciuoglio D, Del Bufalo D.","Theranostics. 2022 Feb 28;12(5):2427-2444. doi: 10.7150/thno.64233. eCollection 2022.","Valentini E","Theranostics","2022","2022/03/10","PMC8899577","","10.7150/thno.64233"
"32484602","Transcriptional profiling reveals a subset of human breast tumors that retain wt TP53 but display mutant p53-associated features","Benor G, Fuks G, Chin SF, Rueda OM, Mukherjee S, Arandkar S, Aylon Y, Caldas C, Domany E, Oren M.","Mol Oncol. 2020 Aug;14(8):1640-1652. doi: 10.1002/1878-0261.12736. Epub 2020 Jun 23.","Benor G","Mol Oncol","2020","2020/06/03","PMC7400784","","10.1002/1878-0261.12736"
"35364585","Predicting surgical decision-making in vestibular schwannoma using tree-based machine learning","Gadot R, Anand A, Lovin BD, Sweeney AD, Patel AJ.","Neurosurg Focus. 2022 Apr;52(4):E8. doi: 10.3171/2022.1.FOCUS21708.","Gadot R","Neurosurg Focus","2022","2022/04/01","","","10.3171/2022.1.FOCUS21708"
"33875787","High estrogen receptor alpha activation confers resistance to estrogen deprivation and is required for therapeutic response to estrogen in breast cancer","Traphagen NA, Hosford SR, Jiang A, Marotti JD, Brauer BL, Demidenko E, Miller TW.","Oncogene. 2021 May;40(19):3408-3421. doi: 10.1038/s41388-021-01782-w. Epub 2021 Apr 19.","Traphagen NA","Oncogene","2021","2021/04/20","PMC8122072","NIHMS1691268","10.1038/s41388-021-01782-w"
"31467637","Competing Endogenous RNA and Coexpression Network Analysis for Identification of Potential Biomarkers and Therapeutics in association with Metastasis Risk and Progression of Prostate Cancer","Pang X, Zhao Y, Wang J, Li W, Xiang Q, Zhang Z, Wu S, Liu A, Du G, Cui Y.","Oxid Med Cell Longev. 2019 Aug 5;2019:8265958. doi: 10.1155/2019/8265958. eCollection 2019.","Pang X","Oxid Med Cell Longev","2019","2019/08/31","PMC6701351","","10.1155/2019/8265958"
"33497701","Gene Expression in Solitary Fibrous Tumors (SFTs) Correlates with Anatomic Localization and NAB2-STAT6 Gene Fusion Variants","Bieg M, Moskalev EA, Will R, Hebele S, Schwarzbach M, Schmeck S, Hohenberger P, Jakob J, Kasper B, Gaiser T, Ströbel P, Wardelmann E, Kontny U, Braunschweig T, Sirbu H, Grützmann R, Meidenbauer N, Ishaque N, Eils R, Wiemann S, Hartmann A, Agaimy A, Fritchie K, Giannini C, Haller F.","Am J Pathol. 2021 Apr;191(4):602-617. doi: 10.1016/j.ajpath.2020.12.015. Epub 2021 Jan 23.","Bieg M","Am J Pathol","2021","2021/01/26","","","10.1016/j.ajpath.2020.12.015"
"30907037","Alkaloids from nux vomica suppresses colon cancer cell growth through Wnt/β-catenin signaling pathway","Ren H, Zhao J, Fan D, Wang Z, Zhao T, Li Y, Zhao Y, Adelson D, Hao H.","Phytother Res. 2019 May;33(5):1570-1578. doi: 10.1002/ptr.6347. Epub 2019 Mar 24.","Ren H","Phytother Res","2019","2019/03/26","","","10.1002/ptr.6347"
"31113982","TGFβ-induced cytoskeletal remodeling mediates elevation of cell stiffness and invasiveness in NSCLC","Gladilin E, Ohse S, Boerries M, Busch H, Xu C, Schneider M, Meister M, Eils R.","Sci Rep. 2019 May 21;9(1):7667. doi: 10.1038/s41598-019-43409-x.","Gladilin E","Sci Rep","2019","2019/05/23","PMC6529472","","10.1038/s41598-019-43409-x"
"25802891","Lung cancer prediction using neural network ensemble with histogram of oriented gradient genomic features","Adetiba E, Olugbara OO.","ScientificWorldJournal. 2015;2015:786013. doi: 10.1155/2015/786013. Epub 2015 Feb 23.","Adetiba E","ScientificWorldJournal","2015","2015/03/25","PMC4352926","","10.1155/2015/786013"
"29361062","RGBM: regularized gradient boosting machines for identification of the transcriptional regulators of discrete glioma subtypes","Mall R, Cerulo L, Garofano L, Frattini V, Kunji K, Bensmail H, Sabedot TS, Noushmehr H, Lasorella A, Iavarone A, Ceccarelli M.","Nucleic Acids Res. 2018 Apr 20;46(7):e39. doi: 10.1093/nar/gky015.","Mall R","Nucleic Acids Res","2018","2018/01/24","PMC6283452","","10.1093/nar/gky015"
"33596810","A Survey on Machine Learning Based Medical Assistive Systems in Current Oncological Sciences","Kaur B, Goyal B, Daniel E.","Curr Med Imaging. 2022;18(5):445-459. doi: 10.2174/1573405617666210217154446.","Kaur B","Curr Med Imaging","2022","2021/02/18","","","10.2174/1573405617666210217154446"
"35045717","Metabolic syndrome before liver transplantation: does it have an impact on post liver transplantation outcomes?","Herreras López J, Puchades L, Di Maira T, Cañada AJ, Maupoey J, López-Andújar R, Prieto Castillo M, Berenguer Haym M, Aguilera V.","Rev Esp Enferm Dig. 2022 Jan 20. doi: 10.17235/reed.2022.8384/2021. Online ahead of print.","Herreras López J","Rev Esp Enferm Dig","2022","2022/01/20","","","10.17235/reed.2022.8384/2021"
"32039734","MRI radiomics for early prediction of response to vaccine therapy in a transgenic mouse model of pancreatic ductal adenocarcinoma","Eresen A, Yang J, Shangguan J, Li Y, Hu S, Sun C, Velichko Y, Yaghmai V, Benson AB 3rd, Zhang Z.","J Transl Med. 2020 Feb 10;18(1):61. doi: 10.1186/s12967-020-02246-7.","Eresen A","J Transl Med","2020","2020/02/11","PMC7011246","","10.1186/s12967-020-02246-7"
"26216958","MALDI mass spectrometry imaging analysis of pituitary adenomas for near-real-time tumor delineation","Calligaris D, Feldman DR, Norton I, Olubiyi O, Changelian AN, Machaidze R, Vestal ML, Laws ER, Dunn IF, Santagata S, Agar NY.","Proc Natl Acad Sci U S A. 2015 Aug 11;112(32):9978-83. doi: 10.1073/pnas.1423101112. Epub 2015 Jul 27.","Calligaris D","Proc Natl Acad Sci U S A","2015","2015/07/29","PMC4538649","","10.1073/pnas.1423101112"
"31694351","Dynamical Rearrangement of Human Epidermal Growth Factor Receptor 2 upon Antibody Binding: Effects on the Dimerization","Magalhães PR, Machuqueiro M, Almeida JG, Melo A, D S Cordeiro MN, Verde SC, Gümüş ZH, Moreira IS, D G Correia J, Melo R.","Biomolecules. 2019 Nov 5;9(11):706. doi: 10.3390/biom9110706.","Magalhães PR","Biomolecules","2019","2019/11/08","PMC6920943","","10.3390/biom9110706"
"32047936","GLIS1, a novel hypoxia-inducible transcription factor, promotes breast cancer cell motility via activation of WNT5A","Shimamoto K, Tanimoto K, Fukazawa T, Nakamura H, Kanai A, Bono H, Ono H, Eguchi H, Hirohashi N.","Carcinogenesis. 2020 Sep 24;41(9):1184-1194. doi: 10.1093/carcin/bgaa010.","Shimamoto K","Carcinogenesis","2020","2020/02/13","","","10.1093/carcin/bgaa010"
"31412000","Multiregion Quantification of Extracellular Signal-regulated Kinase Activity in Renal Cell Carcinoma","Hoerner CR, Massoudi R, Metzner TJ, Stell L, O'Rourke JJ, Kong CS, Liliental JE, Brooks JD, Sabatti C, Leppert JT, Fan AC.","Eur Urol Oncol. 2020 Jun;3(3):360-364. doi: 10.1016/j.euo.2018.09.011. Epub 2018 Nov 20.","Hoerner CR","Eur Urol Oncol","2020","2019/08/15","PMC6697234","NIHMS1513086","10.1016/j.euo.2018.09.011"
"31192133","Differentiation Between G1 and G2/G3 Phyllodes Tumors of Breast Using Mammography and Mammographic Texture Analysis","Cui WJ, Wang C, Jia L, Ren S, Duan SF, Cui C, Chen X, Wang ZQ.","Front Oncol. 2019 May 29;9:433. doi: 10.3389/fonc.2019.00433. eCollection 2019.","Cui WJ","Front Oncol","2019","2019/06/14","PMC6548862","","10.3389/fonc.2019.00433"
"32356608","CD4(+) T helper 17 cell response of aged mice promotes prostate cancer cell migration and invasion","Liu S, Liu F, Zhang B, Yan P, Rowan BG, Abdel-Mageed AB, Steele C, Jazwinski SM, Moroz K, Norton EB, Wang A, Myers L, Sartor O, Zhang Q.","Prostate. 2020 Jul;80(10):764-776. doi: 10.1002/pros.23990. Epub 2020 May 1.","Liu S","Prostate","2020","2020/05/02","PMC7310589","NIHMS1599119","10.1002/pros.23990"
"34198284","Y-net: a reducing gaussian noise convolutional neural network for MRI brain tumor classification with NADE concatenation","Hashemzehi R, Seyyed Mahdavi SJ, Kheirabadi M, Kamel SR.","Biomed Phys Eng Express. 2021 Jul 13;7(5). doi: 10.1088/2057-1976/ac107b.","Hashemzehi R","Biomed Phys Eng Express","2021","2021/07/01","","","10.1088/2057-1976/ac107b"
"30905398","The Discovery of a LEMD2-Associated Nuclear Envelopathy with Early Progeroid Appearance Suggests Advanced Applications for AI-Driven Facial Phenotyping","Marbach F, Rustad CF, Riess A, Đukić D, Hsieh TC, Jobani I, Prescott T, Bevot A, Erger F, Houge G, Redfors M, Altmueller J, Stokowy T, Gilissen C, Kubisch C, Scarano E, Mazzanti L, Fiskerstrand T, Krawitz PM, Lessel D, Netzer C.","Am J Hum Genet. 2019 Apr 4;104(4):749-757. doi: 10.1016/j.ajhg.2019.02.021. Epub 2019 Mar 21.","Marbach F","Am J Hum Genet","2019","2019/03/26","PMC6451726","","10.1016/j.ajhg.2019.02.021"
"30131853","CAPN1 is a novel binding partner and regulator of the tumor suppressor NF1 in melanoma","Alon M, Arafeh R, Lee JS, Madan S, Kalaora S, Nagler A, Abgarian T, Greenberg P, Ruppin E, Samuels Y.","Oncotarget. 2018 Jul 27;9(58):31264-31277. doi: 10.18632/oncotarget.25805. eCollection 2018 Jul 27.","Alon M","Oncotarget","2018","2018/08/23","PMC6101293","","10.18632/oncotarget.25805"
"32220884","Genetic Alterations in the PI3K/AKT Pathway and Baseline AKT Activity Define AKT Inhibitor Sensitivity in Breast Cancer Patient-derived Xenografts","Gris-Oliver A, Palafox M, Monserrat L, Brasó-Maristany F, Òdena A, Sánchez-Guixé M, Ibrahim YH, Villacampa G, Grueso J, Parés M, Guzmán M, Rodríguez O, Bruna A, Hirst CS, Barnicle A, de Bruin EC, Reddy A, Schiavon G, Arribas J, Mills GB, Caldas C, Dienstmann R, Prat A, Nuciforo P, Razavi P, Scaltriti M, Turner NC, Saura C, Davies BR, Oliveira M, Serra V.","Clin Cancer Res. 2020 Jul 15;26(14):3720-3731. doi: 10.1158/1078-0432.CCR-19-3324. Epub 2020 Mar 27.","Gris-Oliver A","Clin Cancer Res","2020","2020/03/30","PMC7814659","NIHMS1644428","10.1158/1078-0432.CCR-19-3324"
"35262964","Large-cohort humanized NPI mice reconstituted with CD34(+) hematopoietic stem cells are feasible for evaluating preclinical cancer immunotherapy","Xu X, Gu H, Li H, Gao S, Shi X, Shen J, Li B, Wang H, Zheng K, Shao Z, Cheng P, Cha Z, Peng S, Nie Y, Li Z, Guo S, Qian B, Jin G.","FASEB J. 2022 Apr;36(4):e22244. doi: 10.1096/fj.202101548RR.","Xu X","FASEB J","2022","2022/03/09","","","10.1096/fj.202101548RR"
"31202631","CHASMplus Reveals the Scope of Somatic Missense Mutations Driving Human Cancers","Tokheim C, Karchin R.","Cell Syst. 2019 Jul 24;9(1):9-23.e8. doi: 10.1016/j.cels.2019.05.005. Epub 2019 Jun 12.","Tokheim C","Cell Syst","2019","2019/06/17","PMC6857794","NIHMS1529493","10.1016/j.cels.2019.05.005"
"34244898","Is the 21-Gene Recurrence Score on Core Needle Biopsy Equivalent to Surgical Specimen in Early-Stage Breast Cancer? A Comparison of Gene Expression Between Paired Core Needle Biopsy and Surgical Specimens","Orozco JIJ, Chang SC, Matsuba C, Ensenyat-Mendez M, Grunkemeier GL, Marzese DM, Grumley JG.","Ann Surg Oncol. 2021 Oct;28(10):5588-5596. doi: 10.1245/s10434-021-10457-5. Epub 2021 Jul 9.","Orozco JIJ","Ann Surg Oncol","2021","2021/07/10","","","10.1245/s10434-021-10457-5"
"31811131","Mapping lung cancer epithelial-mesenchymal transition states and trajectories with single-cell resolution","Karacosta LG, Anchang B, Ignatiadis N, Kimmey SC, Benson JA, Shrager JB, Tibshirani R, Bendall SC, Plevritis SK.","Nat Commun. 2019 Dec 6;10(1):5587. doi: 10.1038/s41467-019-13441-6.","Karacosta LG","Nat Commun","2019","2019/12/08","PMC6898514","","10.1038/s41467-019-13441-6"
"34931040","Intratumoural haematopoietic stem and progenitor cell differentiation into M2 macrophages facilitates the regrowth of solid tumours after radiation therapy","Parsons TM, Buelow KL, Hanna A, Brake MA, Poma C, Hosch SE, Westrick RJ, Villa-Diaz LG, Wilson GD, Madlambayan GJ.","Br J Cancer. 2022 Apr;126(6):927-936. doi: 10.1038/s41416-021-01652-y. Epub 2021 Dec 20.","Parsons TM","Br J Cancer","2022","2021/12/21","PMC8927108","","10.1038/s41416-021-01652-y"
"29714680","Intratumoral Spatial Heterogeneity at Perfusion MR Imaging Predicts Recurrence-free Survival in Locally Advanced Breast Cancer Treated with Neoadjuvant Chemotherapy","Wu J, Cao G, Sun X, Lee J, Rubin DL, Napel S, Kurian AW, Daniel BL, Li R.","Radiology. 2018 Jul;288(1):26-35. doi: 10.1148/radiol.2018172462. Epub 2018 May 1.","Wu J","Radiology","2018","2018/05/02","PMC6029132","","10.1148/radiol.2018172462"
"31138902","Identification of leukemia stem cell expression signatures through Monte Carlo feature selection strategy and support vector machine","Li J, Lu L, Zhang YH, Xu Y, Liu M, Feng K, Chen L, Kong X, Huang T, Cai YD.","Cancer Gene Ther. 2020 Feb;27(1-2):56-69. doi: 10.1038/s41417-019-0105-y. Epub 2019 May 29.","Li J","Cancer Gene Ther","2020","2019/05/30","","","10.1038/s41417-019-0105-y"
"34794861","A method establishment and comparison of in vivo lung cancer model development platforms for evaluation of tumour metabolism and pharmaceutical efficacy","Liang TL, Li RZ, Mai CT, Guan XX, Li JX, Wang XR, Ma LR, Zhang FY, Wang J, He F, Pan HD, Zhou H, Yan PY, Fan XX, Wu QB, Neher E, Liu L, Xie Y, Leung EL, Yao XJ.","Phytomedicine. 2022 Feb;96:153831. doi: 10.1016/j.phymed.2021.153831. Epub 2021 Nov 5.","Liang TL","Phytomedicine","2022","2021/11/19","","","10.1016/j.phymed.2021.153831"
"26020784","Network reconstruction based on proteomic data and prior knowledge of protein connectivity using graph theory","Stavrakas V, Melas IN, Sakellaropoulos T, Alexopoulos LG.","PLoS One. 2015 May 28;10(5):e0128411. doi: 10.1371/journal.pone.0128411. eCollection 2015.","Stavrakas V","PLoS One","2015","2015/05/29","PMC4447287","","10.1371/journal.pone.0128411"
"35036523","Adenoviral delivery of an immunomodulatory protein to the tumor microenvironment controls tumor growth","O'Connell P, Blake MK, Pepelyayeva Y, Hyslop S, Godbehere S, Angarita AM, Pereira-Hicks C, Amalfitano A, Aldhamen YA.","Mol Ther Oncolytics. 2021 Dec 6;24:180-193. doi: 10.1016/j.omto.2021.12.004. eCollection 2022 Mar 17.","O'Connell P","Mol Ther Oncolytics","2021","2022/01/17","PMC8741417","","10.1016/j.omto.2021.12.004"
"35406497","Quantification of Tissue Compression Identifies High-Grade Glioma Patients with Reduced Survival","Fuster-Garcia E, Thokle Hovden I, Fløgstad Svensson S, Larsson C, Vardal J, Bjørnerud A, Emblem KE.","Cancers (Basel). 2022 Mar 28;14(7):1725. doi: 10.3390/cancers14071725.","Fuster-Garcia E","Cancers (Basel)","2022","2022/04/12","PMC8997138","","10.3390/cancers14071725"
"28029644","The cornucopia of meaningful leads: Applying deep adversarial autoencoders for new molecule development in oncology","Kadurin A, Aliper A, Kazennov A, Mamoshina P, Vanhaelen Q, Khrabrov K, Zhavoronkov A.","Oncotarget. 2017 Feb 14;8(7):10883-10890. doi: 10.18632/oncotarget.14073.","Kadurin A","Oncotarget","2017","2016/12/29","PMC5355231","","10.18632/oncotarget.14073"
"29074537","Genetic Variants in Metabolic Signaling Pathways and Their Interaction with Lifestyle Factors on Breast Cancer Risk: A Random Survival Forest Analysis","Jung SY, Papp JC, Sobel EM, Zhang ZF.","Cancer Prev Res (Phila). 2018 Jan;11(1):44-51. doi: 10.1158/1940-6207.CAPR-17-0143. Epub 2017 Oct 26.","Jung SY","Cancer Prev Res (Phila)","2018","2017/10/28","PMC5754228","NIHMS915622","10.1158/1940-6207.CAPR-17-0143"
"31420361","Effect of Bazedoxifene and Conjugated Estrogen (Duavee) on Breast Cancer Risk Biomarkers in High-Risk Women: A Pilot Study","Fabian CJ, Nye L, Powers KR, Nydegger JL, Kreutzjans AL, Phillips TA, Metheny T, Winblad O, Zalles CM, Hagan CR, Goodman ML, Gajewski BJ, Koestler DC, Chalise P, Kimler BF.","Cancer Prev Res (Phila). 2019 Oct;12(10):711-720. doi: 10.1158/1940-6207.CAPR-19-0315. Epub 2019 Aug 16.","Fabian CJ","Cancer Prev Res (Phila)","2019","2019/08/18","PMC6774863","NIHMS1537663","10.1158/1940-6207.CAPR-19-0315"
"32441434","Statins use and its impact in EGFR-TKIs resistance to prolong the survival of lung cancer patients: A Cancer registry cohort study in Taiwan","Nguyen PA, Chang CC, Galvin CJ, Wang YC, An SY, Huang CW, Wang YH, Hsu MH, Li YJ, Yang HC.","Cancer Sci. 2020 Aug;111(8):2965-2973. doi: 10.1111/cas.14493. Epub 2020 Jul 6.","Nguyen PA","Cancer Sci","2020","2020/05/23","PMC7419042","","10.1111/cas.14493"
"29994627","Concatenated and Connected Random Forests With Multiscale Patch Driven Active Contour Model for Automated Brain Tumor Segmentation of MR Images","Ma C, Luo G, Wang K.","IEEE Trans Med Imaging. 2018 Aug;37(8):1943-1954. doi: 10.1109/TMI.2018.2805821. Epub 2018 Feb 13.","Ma C","IEEE Trans Med Imaging","2018","2018/07/12","","","10.1109/TMI.2018.2805821"
"26538482","Insights into immune responses in oral cancer through proteomic analysis of saliva and salivary extracellular vesicles","Winck FV, Prado Ribeiro AC, Ramos Domingues R, Ling LY, Riaño-Pachón DM, Rivera C, Brandão TB, Gouvea AF, Santos-Silva AR, Coletta RD, Paes Leme AF.","Sci Rep. 2015 Nov 5;5:16305. doi: 10.1038/srep16305.","Winck FV","Sci Rep","2015","2015/11/06","PMC4633731","","10.1038/srep16305"
"35196484","Nucleoporin-93 reveals a common feature of aggressive breast cancers: robust nucleocytoplasmic transport of transcription factors","Nataraj NB, Noronha A, Lee JS, Ghosh S, Mohan Raju HR, Sekar A, Zuckerman B, Lindzen M, Tarcitano E, Srivastava S, Selitrennik M, Livneh I, Drago-Garcia D, Rueda O, Caldas C, Lev S, Geiger T, Ciechanover A, Ulitsky I, Seger R, Ruppin E, Yarden Y.","Cell Rep. 2022 Feb 22;38(8):110418. doi: 10.1016/j.celrep.2022.110418.","Nataraj NB","Cell Rep","2022","2022/02/23","PMC8957480","NIHMS1785296","10.1016/j.celrep.2022.110418"
"29302581","Novel Genetic Associations Between Lung Cancer and Indoor Radon Exposure","Choi JR, Koh SB, Park SY, Kim HR, Lee H, Kang DR.","J Cancer Prev. 2017 Dec;22(4):234-240. doi: 10.15430/JCP.2017.22.4.234. Epub 2017 Dec 30.","Choi JR","J Cancer Prev","2017","2018/01/06","PMC5751841","","10.15430/JCP.2017.22.4.234"
"31451731","Pheno-seq - linking visual features and gene expression in 3D cell culture systems","Tirier SM, Park J, Preußer F, Amrhein L, Gu Z, Steiger S, Mallm JP, Krieger T, Waschow M, Eismann B, Gut M, Gut IG, Rippe K, Schlesner M, Theis F, Fuchs C, Ball CR, Glimm H, Eils R, Conrad C.","Sci Rep. 2019 Aug 26;9(1):12367. doi: 10.1038/s41598-019-48771-4.","Tirier SM","Sci Rep","2019","2019/08/28","PMC6710272","","10.1038/s41598-019-48771-4"
"35472731","Machine-learning aided in situ drug sensitivity screening predicts treatment outcomes in ovarian PDX tumors","Cotler MJ, Ramadi KB, Hou X, Christodoulopoulos E, Ahn S, Bashyam A, Ding H, Larson M, Oberg AL, Whittaker C, Jonas O, Kaufmann SH, Weroha SJ, Cima MJ.","Transl Oncol. 2022 Apr 26;21:101427. doi: 10.1016/j.tranon.2022.101427. Online ahead of print.","Cotler MJ","Transl Oncol","2022","2022/04/26","","","10.1016/j.tranon.2022.101427"
"35397740","Epigenetic Signatures Predict Pathologic Nodal Stage in Breast Cancer Patients with Estrogen Receptor-Positive, Clinically Node-Positive Disease","Ensenyat-Mendez M, Rünger D, Orozco JIJ, Le J, Baker JL, Weidhaas J, Marzese DM, DiNome ML.","Ann Surg Oncol. 2022 Apr 9. doi: 10.1245/s10434-022-11684-0. Online ahead of print.","Ensenyat-Mendez M","Ann Surg Oncol","2022","2022/04/10","","","10.1245/s10434-022-11684-0"
"35073162","Uncovering Molecular Mechanisms of Drug Resistance via Network-Constrained Common Structure Identification","Park H, Yamaguchi R, Imoto S, Miyano S.","J Comput Biol. 2022 Mar;29(3):257-275. doi: 10.1089/cmb.2021.0314. Epub 2022 Jan 21.","Park H","J Comput Biol","2022","2022/01/24","","","10.1089/cmb.2021.0314"
"34170813","Synergistic Role of Thymoquinone on Anticancer Activity of 5-Fluorouracil in Triple Negative Breast Cancer Cells","Zheng M, Mei Z, Junaid M, Tania M, Fu J, Chen HC, Khan MA.","Anticancer Agents Med Chem. 2022;22(6):1111-1118. doi: 10.2174/1871520621666210624111613.","Zheng M","Anticancer Agents Med Chem","2022","2021/06/25","","","10.2174/1871520621666210624111613"
"33752108","On-tissue polysulfide visualization by surface-enhanced Raman spectroscopy benefits patients with ovarian cancer to predict post-operative chemosensitivity","Honda K, Hishiki T, Yamamoto S, Yamamoto T, Miura N, Kubo A, Itoh M, Chen WY, Takano M, Yoshikawa T, Kasamatsu T, Sonoda S, Yoshizawa H, Nakamura S, Itai Y, Shiota M, Koike D, Naya M, Hayakawa N, Naito Y, Matsuura T, Iwaisako K, Masui T, Uemoto S, Nagashima K, Hashimoto Y, Sakuma T, Matsubara O, Huang W, Ida T, Akaike T, Masugi Y, Sakamoto M, Kato T, Ino Y, Yoshida H, Tsuda H, Hiraoka N, Kabe Y, Suematsu M.","Redox Biol. 2021 May;41:101926. doi: 10.1016/j.redox.2021.101926. Epub 2021 Mar 2.","Honda K","Redox Biol","2021","2021/03/22","PMC8010883","","10.1016/j.redox.2021.101926"
"30445200","Prediction of early metastatic disease in experimental breast cancer bone metastasis by combining PET/CT and MRI parameters to a Model-Averaged Neural Network","Ellmann S, Seyler L, Evers J, Heinen H, Bozec A, Prante O, Kuwert T, Uder M, Bäuerle T.","Bone. 2019 Mar;120:254-261. doi: 10.1016/j.bone.2018.11.008. Epub 2018 Nov 13.","Ellmann S","Bone","2019","2018/11/17","","","10.1016/j.bone.2018.11.008"
"32700762","Systems analysis of protein signatures predicting cetuximab responses in KRAS, NRAS, BRAF and PIK3CA wild-type patient-derived xenograft models of metastatic colorectal cancer","Lindner AU, Carberry S, Monsefi N, Barat A, Salvucci M, O'Byrne R, Zanella ER, Cremona M, Hennessy BT, Bertotti A, Trusolino L, Prehn JHM.","Int J Cancer. 2020 Nov 15;147(10):2891-2901. doi: 10.1002/ijc.33226. Epub 2020 Aug 13.","Lindner AU","Int J Cancer","2020","2020/07/24","","","10.1002/ijc.33226"
"35465161","Machine learning assisted analysis of breast cancer gene expression profiles reveals novel potential prognostic biomarkers for triple-negative breast cancer","Thalor A, Kumar Joon H, Singh G, Roy S, Gupta D.","Comput Struct Biotechnol J. 2022 Mar 24;20:1618-1631. doi: 10.1016/j.csbj.2022.03.019. eCollection 2022.","Thalor A","Comput Struct Biotechnol J","2022","2022/04/25","PMC9014315","","10.1016/j.csbj.2022.03.019"
"29181411","RNA-seq Based Transcription Characterization of Fusion Breakpoints as a Potential Estimator for Its Oncogenic Potential","Gu JL, Chukhman M, Lu Y, Liu C, Liu SY, Lu H.","Biomed Res Int. 2017;2017:9829175. doi: 10.1155/2017/9829175. Epub 2017 Oct 17.","Gu JL","Biomed Res Int","2017","2017/11/29","PMC5664375","","10.1155/2017/9829175"
"28963640","Development of Response Classifier for Vascular Endothelial Growth Factor Receptor (VEGFR)-Tyrosine Kinase Inhibitor (TKI) in Metastatic Renal Cell Carcinoma","Go H, Kang MJ, Kim PJ, Lee JL, Park JY, Park JM, Ro JY, Cho YM.","Pathol Oncol Res. 2019 Jan;25(1):51-58. doi: 10.1007/s12253-017-0323-2. Epub 2017 Sep 29.","Go H","Pathol Oncol Res","2019","2017/10/01","","","10.1007/s12253-017-0323-2"
"28138037","Insulin-Mediated Signaling Facilitates Resistance to PDGFR Inhibition in Proneural hPDGFB-Driven Gliomas","Almiron Bonnin DA, Ran C, Havrda MC, Liu H, Hitoshi Y, Zhang Z, Cheng C, Ung M, Israel MA.","Mol Cancer Ther. 2017 Apr;16(4):705-716. doi: 10.1158/1535-7163.MCT-16-0616. Epub 2017 Jan 30.","Almiron Bonnin DA","Mol Cancer Ther","2017","2017/02/01","","","10.1158/1535-7163.MCT-16-0616"
"23921085","The receptor AXL diversifies EGFR signaling and limits the response to EGFR-targeted inhibitors in triple-negative breast cancer cells","Meyer AS, Miller MA, Gertler FB, Lauffenburger DA.","Sci Signal. 2013 Aug 6;6(287):ra66. doi: 10.1126/scisignal.2004155.","Meyer AS","Sci Signal","2013","2013/08/08","PMC3947921","NIHMS556678","10.1126/scisignal.2004155"
